,hlda,rmsd,V
964,0.95,6.45,9.509337167581101
965,0.95,6.550000000000001,9.585522459076575
966,0.95,6.65,9.662409473966488
967,0.95,6.75,9.786147760794632
968,0.95,6.8500000000000005,9.902836257676228
969,0.95,6.949999999999999,10.070609368385957
970,0.95,7.05,10.219741690770494
971,0.95,7.1499999999999995,10.410384331390661
972,0.95,7.25,10.589840446572097
973,0.95,7.35,10.816318044963944
974,0.95,7.45,11.07920528533956
975,0.95,7.55,11.35593838111316
976,0.95,7.65,11.717755173060278
977,0.95,7.75,12.081482153047325
978,0.95,7.8500000000000005,12.58020507308858
979,0.95,7.95,13.086458691847461
980,0.95,8.05,13.745772231556124
981,0.95,8.149999999999999,14.399474815065986
982,0.95,8.25,15.423308356510024
983,0.95,8.35,16.744361211958047
984,0.95,8.45,19.37936617568677
985,0.95,8.55,19.21331994857001
1031,1.05,3.15,18.638698017530558
1032,1.05,3.25,17.962532500267706
1033,1.05,3.35,16.46241774036008
1034,1.05,3.4499999999999997,15.756402615549215
1035,1.05,3.55,14.685705416731338
1036,1.05,3.65,13.85446752216763
1037,1.05,3.75,13.106750989543226
1038,1.05,3.85,12.64794137428369
1039,1.05,3.95,12.019706077335085
1040,1.05,4.050000000000001,11.532095723988515
1041,1.05,4.1499999999999995,11.060831314684265
1042,1.05,4.25,10.670053481726423
1043,1.05,4.35,10.345305590806866
1044,1.05,4.45,10.059085605229175
1045,1.05,4.55,9.755496992497752
1046,1.05,4.65,9.4653218065269
1047,1.05,4.75,9.231233888759963
1048,1.05,4.85,9.064856085838572
1049,1.05,4.95,8.894937463812413
1050,1.05,5.05,8.815088560464885
1051,1.05,5.15,8.789608534598432
1052,1.05,5.25,8.752555557702365
1053,1.05,5.3500000000000005,8.796306224304203
1054,1.05,5.45,8.854462921862977
1055,1.05,5.550000000000001,8.914690110385372
1056,1.05,5.6499999999999995,8.970082732586627
1057,1.05,5.75,9.036516439825645
1058,1.05,5.85,9.09906430511089
1059,1.05,5.949999999999999,9.139575649497553
1060,1.05,6.05,9.175126803859076
1061,1.05,6.15,9.26326333297451
1062,1.05,6.25,9.304732602337847
1063,1.05,6.35,9.38194942368445
1064,1.05,6.45,9.461073248244684
1065,1.05,6.550000000000001,9.547767404916481
1066,1.05,6.65,9.682548546130334
1067,1.05,6.75,9.823345824222077
1068,1.05,6.8500000000000005,9.996465196678242
1069,1.05,6.949999999999999,10.202625372633523
1070,1.05,7.05,10.444677125494684
1071,1.05,7.1499999999999995,10.67895330188282
1072,1.05,7.25,11.001223751811725
1073,1.05,7.35,11.249241392069175
1074,1.05,7.45,11.5328179718191
1075,1.05,7.55,11.82288628917416
1076,1.05,7.65,12.150153023826254
1077,1.05,7.75,12.492502741958509
1078,1.05,7.8500000000000005,12.942646798729383
1079,1.05,7.95,13.531735272425443
1080,1.05,8.05,14.421958980994305
1081,1.05,8.149999999999999,15.27699425153008
1082,1.05,8.25,16.812626548188298
1083,1.05,8.35,18.64871146528267
1084,1.05,8.45,19.610030405182805
1128,1.1500000000000001,2.8499999999999996,20.954849496079092
1129,1.1500000000000001,2.9499999999999997,18.67082088331653
1130,1.1500000000000001,3.05,16.834649622042512
1131,1.1500000000000001,3.15,15.57673276313619
1132,1.1500000000000001,3.25,14.818938024624938
1133,1.1500000000000001,3.35,13.968716795974153
1134,1.1500000000000001,3.4499999999999997,13.13055048873283
1135,1.1500000000000001,3.55,12.509204678807084
1136,1.1500000000000001,3.65,11.901058912279906
1137,1.1500000000000001,3.75,11.300999773594238
1138,1.1500000000000001,3.85,10.872875605851277
1139,1.1500000000000001,3.95,10.475418484406278
1140,1.1500000000000001,4.050000000000001,10.137392698778633
1141,1.1500000000000001,4.1499999999999995,9.893650510892142
1142,1.1500000000000001,4.25,9.718253279893364
1143,1.1500000000000001,4.35,9.538056869532317
1144,1.1500000000000001,4.45,9.35749491188612
1145,1.1500000000000001,4.55,9.196559269369708
1146,1.1500000000000001,4.65,9.066574122691824
1147,1.1500000000000001,4.75,8.97982086979871
1148,1.1500000000000001,4.85,8.90331568019503
1149,1.1500000000000001,4.95,8.849285809779952
1150,1.1500000000000001,5.05,8.904676308763673
1151,1.1500000000000001,5.15,8.90725000228246
1152,1.1500000000000001,5.25,8.97414586320435
1153,1.1500000000000001,5.3500000000000005,9.005316112057477
1154,1.1500000000000001,5.45,9.02216278156784
1155,1.1500000000000001,5.550000000000001,9.023750594412443
1156,1.1500000000000001,5.6499999999999995,8.99714207842755
1157,1.1500000000000001,5.75,8.98232732809564
1158,1.1500000000000001,5.85,9.00708970643616
1159,1.1500000000000001,5.949999999999999,9.033486962276584
1160,1.1500000000000001,6.05,9.083746706093402
1161,1.1500000000000001,6.15,9.137297083215762
1162,1.1500000000000001,6.25,9.203602335794073
1163,1.1500000000000001,6.35,9.277487121093253
1164,1.1500000000000001,6.45,9.383646936101558
1165,1.1500000000000001,6.550000000000001,9.47901408252338
1166,1.1500000000000001,6.65,9.644668929875008
1167,1.1500000000000001,6.75,9.843481357690036
1168,1.1500000000000001,6.8500000000000005,10.092347931090835
1169,1.1500000000000001,6.949999999999999,10.34714182010275
1170,1.1500000000000001,7.05,10.6779277878147
1171,1.1500000000000001,7.1499999999999995,11.02694122417221
1172,1.1500000000000001,7.25,11.395662365664913
1173,1.1500000000000001,7.35,11.815065771263368
1174,1.1500000000000001,7.45,12.185245563200791
1175,1.1500000000000001,7.55,12.554526880252443
1176,1.1500000000000001,7.65,12.927281427317418
1177,1.1500000000000001,7.75,13.365308281631219
1178,1.1500000000000001,7.8500000000000005,13.882996842280113
1179,1.1500000000000001,7.95,14.704412732539208
1180,1.1500000000000001,8.05,15.72071592913521
1181,1.1500000000000001,8.149999999999999,16.52300375264544
1182,1.1500000000000001,8.25,18.31294690632697
1183,1.1500000000000001,8.35,19.995970133123617
1226,1.25,2.6500000000000004,19.685504418804943
1227,1.25,2.75,18.264790563345525
1228,1.25,2.8499999999999996,16.730860025539478
1229,1.25,2.9499999999999997,15.620593837049707
1230,1.25,3.05,14.617070286780871
1231,1.25,3.15,13.69985765241924
1232,1.25,3.25,12.936585720413726
1233,1.25,3.35,12.435851759499755
1234,1.25,3.4499999999999997,11.860195467652463
1235,1.25,3.55,11.275192772227806
1236,1.25,3.65,10.85078211194891
1237,1.25,3.75,10.426960290665649
1238,1.25,3.85,10.07975123534104
1239,1.25,3.95,9.852493000636471
1240,1.25,4.050000000000001,9.680869434931841
1241,1.25,4.1499999999999995,9.58679922055269
1242,1.25,4.25,9.51232347304034
1243,1.25,4.35,9.432140162931468
1244,1.25,4.45,9.311232478943522
1245,1.25,4.55,9.27837533376095
1246,1.25,4.65,9.237525336177878
1247,1.25,4.75,9.210684327873198
1248,1.25,4.85,9.186904291510974
1249,1.25,4.95,9.175506505927777
1250,1.25,5.05,9.19416038742775
1251,1.25,5.15,9.181235300699623
1252,1.25,5.25,9.169460997874024
1253,1.25,5.3500000000000005,9.12229938230648
1254,1.25,5.45,9.092343967751441
1255,1.25,5.550000000000001,9.099718256110851
1256,1.25,5.6499999999999995,9.077141730219877
1257,1.25,5.75,9.135634250018349
1258,1.25,5.85,9.179771696080662
1259,1.25,5.949999999999999,9.275302330252476
1260,1.25,6.05,9.329706594692425
1261,1.25,6.15,9.418337125753716
1262,1.25,6.25,9.511664567866136
1263,1.25,6.35,9.641510643795652
1264,1.25,6.45,9.750738862007777
1265,1.25,6.550000000000001,9.903446328847188
1266,1.25,6.65,10.1267398086797
1267,1.25,6.75,10.356114183524838
1268,1.25,6.8500000000000005,10.662149096723105
1269,1.25,6.949999999999999,10.984296046165545
1270,1.25,7.05,11.380408817042984
1271,1.25,7.1499999999999995,11.82275075712168
1272,1.25,7.25,12.279218463443042
1273,1.25,7.35,12.85065379883604
1274,1.25,7.45,13.341125541677028
1275,1.25,7.55,13.890106790056747
1276,1.25,7.65,14.59056403910712
1277,1.25,7.75,15.079860934913548
1278,1.25,7.8500000000000005,15.679008151669072
1279,1.25,7.95,16.54655731247088
1280,1.25,8.05,17.942366180145523
1281,1.25,8.149999999999999,19.35460308960707
1282,1.25,8.25,19.67906965420359
1323,1.35,2.3499999999999996,22.712911476903745
1324,1.35,2.45,21.223702623850997
1325,1.35,2.55,18.56647075738496
1326,1.35,2.6500000000000004,17.121974034606605
1327,1.35,2.75,15.75424436492759
1328,1.35,2.8499999999999996,14.802266166691403
1329,1.35,2.9499999999999997,13.978011888461157
1330,1.35,3.05,13.318195853936505
1331,1.35,3.15,12.722246910523863
1332,1.35,3.25,12.107216611148067
1333,1.35,3.35,11.546561558905948
1334,1.35,3.4499999999999997,11.10306104979377
1335,1.35,3.55,10.708748059644579
1336,1.35,3.65,10.379274948106795
1337,1.35,3.75,10.126288624954078
1338,1.35,3.85,9.91997699281482
1339,1.35,3.95,9.832067294105759
1340,1.35,4.050000000000001,9.701995095509048
1341,1.35,4.1499999999999995,9.655621901385182
1342,1.35,4.25,9.617063209389094
1343,1.35,4.35,9.526098200650994
1344,1.35,4.45,9.536183837799204
1345,1.35,4.55,9.497722459940016
1346,1.35,4.65,9.487508722000689
1347,1.35,4.75,9.43587631804921
1348,1.35,4.85,9.418466995892778
1349,1.35,4.95,9.365996274885614
1350,1.35,5.05,9.383932154990068
1351,1.35,5.15,9.356670041874805
1352,1.35,5.25,9.400905863682782
1353,1.35,5.3500000000000005,9.435770511042183
1354,1.35,5.45,9.468687814054839
1355,1.35,5.550000000000001,9.53545062001137
1356,1.35,5.6499999999999995,9.5719618225671
1357,1.35,5.75,9.658105712028432
1358,1.35,5.85,9.72129585061721
1359,1.35,5.949999999999999,9.806895842520673
1360,1.35,6.05,9.911692198003625
1361,1.35,6.15,10.0131802267016
1362,1.35,6.25,10.078616375570006
1363,1.35,6.35,10.206937273572121
1364,1.35,6.45,10.34298420630484
1365,1.35,6.550000000000001,10.562098132424937
1366,1.35,6.65,10.77085854211816
1367,1.35,6.75,11.064085499422166
1368,1.35,6.8500000000000005,11.417881129401687
1369,1.35,6.949999999999999,11.824326184530676
1370,1.35,7.05,12.324024015288865
1371,1.35,7.1499999999999995,12.873180782984592
1372,1.35,7.25,13.490228139016113
1373,1.35,7.35,14.128369307361854
1374,1.35,7.45,14.844646650245704
1375,1.35,7.55,15.882653376457299
1376,1.35,7.65,16.620902482104995
1377,1.35,7.75,17.499368519718924
1378,1.35,7.8500000000000005,18.333810349538936
1379,1.35,7.95,20.818198154088837
1422,1.45,2.25,22.99215916997482
1423,1.45,2.3499999999999996,21.911515050887513
1424,1.45,2.45,18.780670142656863
1425,1.45,2.55,16.98370727794383
1426,1.45,2.6500000000000004,15.53523978451041
1427,1.45,2.75,14.417455636608208
1428,1.45,2.8499999999999996,13.746896829109087
1429,1.45,2.9499999999999997,13.215383291367939
1430,1.45,3.05,12.604871906640145
1431,1.45,3.15,11.969757031017165
1432,1.45,3.25,11.460639899546333
1433,1.45,3.35,11.01129417256762
1434,1.45,3.4499999999999997,10.717969193387537
1435,1.45,3.55,10.488424961139811
1436,1.45,3.65,10.287603615669601
1437,1.45,3.75,10.080379353861026
1438,1.45,3.85,9.961792700505518
1439,1.45,3.95,9.82105239541756
1440,1.45,4.050000000000001,9.767031725611787
1441,1.45,4.1499999999999995,9.757399749276319
1442,1.45,4.25,9.73652144354163
1443,1.45,4.35,9.726515427050883
1444,1.45,4.45,9.711077158503638
1445,1.45,4.55,9.719604353983112
1446,1.45,4.65,9.709615323232622
1447,1.45,4.75,9.694002950847727
1448,1.45,4.85,9.67513674759452
1449,1.45,4.95,9.664525260237466
1450,1.45,5.05,9.697828634971417
1451,1.45,5.15,9.7621012606321
1452,1.45,5.25,9.832604114271852
1453,1.45,5.3500000000000005,9.896683527137093
1454,1.45,5.45,9.926698037913447
1455,1.45,5.550000000000001,10.054893312211567
1456,1.45,5.6499999999999995,10.070388199893005
1457,1.45,5.75,10.130837972386708
1458,1.45,5.85,10.20009520507415
1459,1.45,5.949999999999999,10.266760696893783
1460,1.45,6.05,10.353310120903792
1461,1.45,6.15,10.421605182179496
1462,1.45,6.25,10.544795678884297
1463,1.45,6.35,10.70690086039144
1464,1.45,6.45,10.892186977047098
1465,1.45,6.550000000000001,11.12482084467397
1466,1.45,6.65,11.402304497845254
1467,1.45,6.75,11.776808576156878
1468,1.45,6.8500000000000005,12.253625907047377
1469,1.45,6.949999999999999,12.761355161991236
1470,1.45,7.05,13.330389492224743
1471,1.45,7.1499999999999995,13.946124699821276
1472,1.45,7.25,14.7767312910387
1473,1.45,7.35,15.62031640329215
1474,1.45,7.45,16.727738895766933
1475,1.45,7.55,17.83003275629235
1476,1.45,7.65,18.959099328291828
1477,1.45,7.75,19.98995364237614
1478,1.45,7.8500000000000005,21.114573135254126
1522,1.55,2.25,21.470246751141
1523,1.55,2.3499999999999996,19.211786277772482
1524,1.55,2.45,17.051371389742837
1525,1.55,2.55,15.561562727737199
1526,1.55,2.6500000000000004,14.463021654200196
1527,1.55,2.75,13.838788268430466
1528,1.55,2.8499999999999996,13.226153312300744
1529,1.55,2.9499999999999997,12.741019692205649
1530,1.55,3.05,12.073541319476368
1531,1.55,3.15,11.42340255659454
1532,1.55,3.25,10.974651684394473
1533,1.55,3.35,10.667943357368864
1534,1.55,3.4499999999999997,10.527281965199192
1535,1.55,3.55,10.339997546976011
1536,1.55,3.65,10.20949928939448
1537,1.55,3.75,10.055305570282428
1538,1.55,3.85,9.947637916956575
1539,1.55,3.95,9.851347878647362
1540,1.55,4.050000000000001,9.889207324336128
1541,1.55,4.1499999999999995,9.870292287079677
1542,1.55,4.25,9.892429306941457
1543,1.55,4.35,9.942410201522362
1544,1.55,4.45,9.940055553278995
1545,1.55,4.55,9.959869419290806
1546,1.55,4.65,9.976028166320688
1547,1.55,4.75,9.937963122400873
1548,1.55,4.85,9.972807245324127
1549,1.55,4.95,9.988483668104582
1550,1.55,5.05,10.05100817799697
1551,1.55,5.15,10.086973005907712
1552,1.55,5.25,10.118591961399341
1553,1.55,5.3500000000000005,10.210889643008574
1554,1.55,5.45,10.229278476186595
1555,1.55,5.550000000000001,10.273186260885826
1556,1.55,5.6499999999999995,10.299118532086666
1557,1.55,5.75,10.340924685298468
1558,1.55,5.85,10.392305134102774
1559,1.55,5.949999999999999,10.437186767910173
1560,1.55,6.05,10.472122896926495
1561,1.55,6.15,10.61059348247238
1562,1.55,6.25,10.737323382803595
1563,1.55,6.35,10.899149007335646
1564,1.55,6.45,11.152635348217231
1565,1.55,6.550000000000001,11.476329415501569
1566,1.55,6.65,11.87865719796576
1567,1.55,6.75,12.385852109830646
1568,1.55,6.8500000000000005,13.01030277152785
1569,1.55,6.949999999999999,13.666724842827055
1570,1.55,7.05,14.403770791873088
1571,1.55,7.1499999999999995,15.198205895339957
1572,1.55,7.25,16.081374859788024
1573,1.55,7.35,16.90425400079649
1574,1.55,7.45,18.601483322232447
1575,1.55,7.55,19.318511222513976
1576,1.55,7.65,21.34071632688463
1619,1.6500000000000001,1.9500000000000002,23.803064779579234
1620,1.6500000000000001,2.05,23.445788842194617
1621,1.6500000000000001,2.15,21.976997910541627
1622,1.6500000000000001,2.25,19.08482883929572
1623,1.6500000000000001,2.3499999999999996,17.26750679553465
1624,1.6500000000000001,2.45,15.677128396413774
1625,1.6500000000000001,2.55,14.649620980899607
1626,1.6500000000000001,2.6500000000000004,13.954084996219612
1627,1.6500000000000001,2.75,13.412724683302644
1628,1.6500000000000001,2.8499999999999996,12.921395514448179
1629,1.6500000000000001,2.9499999999999997,12.296337258667133
1630,1.6500000000000001,3.05,11.645710509622457
1631,1.6500000000000001,3.15,11.100666414286877
1632,1.6500000000000001,3.25,10.761843714345428
1633,1.6500000000000001,3.35,10.544394036901098
1634,1.6500000000000001,3.4499999999999997,10.376715763241146
1635,1.6500000000000001,3.55,10.240747389557125
1636,1.6500000000000001,3.65,10.115329991530485
1637,1.6500000000000001,3.75,10.015400050631662
1638,1.6500000000000001,3.85,9.916191649824244
1639,1.6500000000000001,3.95,9.941104422739972
1640,1.6500000000000001,4.050000000000001,9.985036624440825
1641,1.6500000000000001,4.1499999999999995,10.010868396678468
1642,1.6500000000000001,4.25,10.037217526254825
1643,1.6500000000000001,4.35,10.08082982984747
1644,1.6500000000000001,4.45,10.08026186915757
1645,1.6500000000000001,4.55,10.109371889265148
1646,1.6500000000000001,4.65,10.111961860785016
1647,1.6500000000000001,4.75,10.133958040550484
1648,1.6500000000000001,4.85,10.1611776893151
1649,1.6500000000000001,4.95,10.15759900616434
1650,1.6500000000000001,5.05,10.182045378962128
1651,1.6500000000000001,5.15,10.212162158049626
1652,1.6500000000000001,5.25,10.217146411206796
1653,1.6500000000000001,5.3500000000000005,10.292099528794333
1654,1.6500000000000001,5.45,10.29918930600441
1655,1.6500000000000001,5.550000000000001,10.307577076865925
1656,1.6500000000000001,5.6499999999999995,10.372391122997355
1657,1.6500000000000001,5.75,10.41662517545739
1658,1.6500000000000001,5.85,10.400609037871762
1659,1.6500000000000001,5.949999999999999,10.44051137269623
1660,1.6500000000000001,6.05,10.52062072406106
1661,1.6500000000000001,6.15,10.630802620814794
1662,1.6500000000000001,6.25,10.808584225102392
1663,1.6500000000000001,6.35,11.053562833331883
1664,1.6500000000000001,6.45,11.348607264843576
1665,1.6500000000000001,6.550000000000001,11.784494977493543
1666,1.6500000000000001,6.65,12.443781623113459
1667,1.6500000000000001,6.75,13.113312793326926
1668,1.6500000000000001,6.8500000000000005,13.879520781310083
1669,1.6500000000000001,6.949999999999999,14.581816029004283
1670,1.6500000000000001,7.05,15.431709928285498
1671,1.6500000000000001,7.1499999999999995,16.429647647096335
1672,1.6500000000000001,7.25,17.354200952206444
1673,1.6500000000000001,7.35,18.301762504105774
1674,1.6500000000000001,7.45,19.52281499860682
1675,1.6500000000000001,7.55,20.876827267548553
1717,1.75,1.75,23.58662009176688
1718,1.75,1.85,23.956568452993277
1719,1.75,1.9500000000000002,21.535361940292436
1720,1.75,2.05,23.25941316107528
1721,1.75,2.15,19.363424350714773
1722,1.75,2.25,17.521652041590436
1723,1.75,2.3499999999999996,15.994047276552411
1724,1.75,2.45,14.803668905741105
1725,1.75,2.55,14.116435055482151
1726,1.75,2.6500000000000004,13.630005211083565
1727,1.75,2.75,13.038086488416894
1728,1.75,2.8499999999999996,12.511890195115908
1729,1.75,2.9499999999999997,11.974428463457906
1730,1.75,3.05,11.381265535317281
1731,1.75,3.15,10.927534656395107
1732,1.75,3.25,10.622725547452179
1733,1.75,3.35,10.395001620368848
1734,1.75,3.4499999999999997,10.223663981291907
1735,1.75,3.55,10.11801798492643
1736,1.75,3.65,9.99969814924082
1737,1.75,3.75,9.964468308465856
1738,1.75,3.85,9.941277818838447
1739,1.75,3.95,9.992208853265074
1740,1.75,4.050000000000001,10.03878481466328
1741,1.75,4.1499999999999995,10.07821048715174
1742,1.75,4.25,10.145104224856098
1743,1.75,4.35,10.186698056314665
1744,1.75,4.45,10.211308624601623
1745,1.75,4.55,10.200586022193711
1746,1.75,4.65,10.24193002172264
1747,1.75,4.75,10.238679021811036
1748,1.75,4.85,10.223682736380109
1749,1.75,4.95,10.189320937706285
1750,1.75,5.05,10.213257384426724
1751,1.75,5.15,10.245813032719704
1752,1.75,5.25,10.287977655824882
1753,1.75,5.3500000000000005,10.354492753069307
1754,1.75,5.45,10.396702317612252
1755,1.75,5.550000000000001,10.459631300444554
1756,1.75,5.6499999999999995,10.486159134163215
1757,1.75,5.75,10.47816238919724
1758,1.75,5.85,10.534859728572119
1759,1.75,5.949999999999999,10.539926433343462
1760,1.75,6.05,10.651958714176633
1761,1.75,6.15,10.806173665464007
1762,1.75,6.25,11.006610354691274
1763,1.75,6.35,11.30933304853909
1764,1.75,6.45,11.746135867945497
1765,1.75,6.550000000000001,12.356950872780416
1766,1.75,6.65,13.112999618740908
1767,1.75,6.75,13.968564985920592
1768,1.75,6.8500000000000005,14.644627881002718
1769,1.75,6.949999999999999,15.34774941418659
1770,1.75,7.05,16.14065084685593
1771,1.75,7.1499999999999995,16.994004882975684
1772,1.75,7.25,18.005138044880432
1773,1.75,7.35,19.082268238951713
1774,1.75,7.45,19.980825576335015
1817,1.85,1.75,22.968939309171546
1818,1.85,1.85,21.665281267226817
1819,1.85,1.9500000000000002,21.795646469842985
1820,1.85,2.05,19.871834096877745
1821,1.85,2.15,17.937919454893624
1822,1.85,2.25,16.313631148563726
1823,1.85,2.3499999999999996,15.066466263241182
1824,1.85,2.45,14.167644939144694
1825,1.85,2.55,13.643907331746158
1826,1.85,2.6500000000000004,13.159127227370199
1827,1.85,2.75,12.59024895362532
1828,1.85,2.8499999999999996,12.054885668628451
1829,1.85,2.9499999999999997,11.582033092610008
1830,1.85,3.05,11.089388236624668
1831,1.85,3.15,10.658550243005786
1832,1.85,3.25,10.366255378198478
1833,1.85,3.35,10.148334700331556
1834,1.85,3.4499999999999997,10.034162216225786
1835,1.85,3.55,9.951020910224774
1836,1.85,3.65,9.901181563479357
1837,1.85,3.75,9.890938808233754
1838,1.85,3.85,9.93748999876075
1839,1.85,3.95,10.028318413837605
1840,1.85,4.050000000000001,10.051903114186853
1841,1.85,4.1499999999999995,10.104616943601469
1842,1.85,4.25,10.185795334993832
1843,1.85,4.35,10.304743643069017
1844,1.85,4.45,10.268187499075516
1845,1.85,4.55,10.286201584359079
1846,1.85,4.65,10.278424946277289
1847,1.85,4.75,10.267142168310427
1848,1.85,4.85,10.269371192849796
1849,1.85,4.95,10.2709590056944
1850,1.85,5.05,10.339874400359136
1851,1.85,5.15,10.405206865438046
1852,1.85,5.25,10.494574152983061
